,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
9989,Fully Paid,91140.0,Source Verified,10+ years,RENT,19.29,21600,debt_consolidation,60,E
32863,Fully Paid,75000.0,Not Verified,5 years,OTHER,14.26,12000,debt_consolidation,36,C
19473,Fully Paid,26280.0,Verified,< 1 year,RENT,10.74,7000,credit_card,36,B
6136,Fully Paid,62400.0,Verified,10+ years,OWN,12.42,32000,credit_card,60,B
37131,Fully Paid,27200.0,Not Verified,< 1 year,RENT,12.72,5000,debt_consolidation,36,C
28124,Fully Paid,110000.0,Source Verified,10+ years,OWN,15.58,1600,debt_consolidation,60,D
31100,Fully Paid,60000.0,Not Verified,10+ years,MORTGAGE,9.88,10000,debt_consolidation,36,B
1275,Fully Paid,66000.0,Verified,10+ years,MORTGAGE,9.91,7000,credit_card,36,B
1778,Fully Paid,47000.0,Not Verified,7 years,RENT,14.27,13200,credit_card,60,C
26656,Fully Paid,81000.0,Source Verified,8 years,MORTGAGE,11.49,20000,debt_consolidation,36,B
28079,Fully Paid,33000.0,Source Verified,3 years,RENT,11.12,4000,moving,60,B
29934,Fully Paid,60000.0,Not Verified,4 years,RENT,7.51,10000,debt_consolidation,36,A
22417,Fully Paid,95000.0,Source Verified,10+ years,MORTGAGE,15.57,10000,other,60,D
14491,Fully Paid,46800.0,Source Verified,2 years,RENT,13.49,5000,home_improvement,60,C
8635,Fully Paid,76000.0,Not Verified,< 1 year,MORTGAGE,11.99,14000,debt_consolidation,60,B
16705,Fully Paid,28800.0,Not Verified,2 years,RENT,10.37,8875,debt_consolidation,36,B
25104,Fully Paid,75000.0,Source Verified,< 1 year,RENT,10.75,5000,wedding,36,B
3498,Fully Paid,111239.96,Verified,1 year,MORTGAGE,7.9,14000,credit_card,36,A
25464,Fully Paid,164000.0,Source Verified,10+ years,RENT,11.86,15000,debt_consolidation,60,B
33840,Fully Paid,144000.0,Not Verified,8 years,RENT,19.13,5500,credit_card,36,F
13655,Fully Paid,75000.0,Verified,2 years,RENT,15.99,23200,debt_consolidation,60,D
21981,Fully Paid,45000.0,Not Verified,7 years,MORTGAGE,6.17,6800,debt_consolidation,36,A
33994,Fully Paid,76992.0,Not Verified,8 years,MORTGAGE,12.18,1800,major_purchase,36,B
8763,Fully Paid,85000.0,Verified,9 years,RENT,12.99,35000,small_business,60,C
38080,Fully Paid,2039784.0,Not Verified,< 1 year,RENT,12.29,8450,debt_consolidation,36,C
1344,Fully Paid,115000.0,Verified,10+ years,MORTGAGE,22.35,35000,debt_consolidation,60,F
22294,Fully Paid,45000.0,Verified,10+ years,RENT,18.17,14400,debt_consolidation,60,F
25648,Fully Paid,105000.0,Verified,10+ years,RENT,16.82,21000,debt_consolidation,60,E
23730,Fully Paid,120000.0,Verified,1 year,MORTGAGE,6.39,3000,home_improvement,36,A
8409,Fully Paid,85000.0,Not Verified,3 years,RENT,5.42,14000,credit_card,36,A
29853,Fully Paid,77533.82,Verified,10+ years,MORTGAGE,10.99,25000,debt_consolidation,36,B
20618,Fully Paid,55000.0,Verified,4 years,RENT,10.36,12000,debt_consolidation,36,B
4560,Fully Paid,30000.0,Source Verified,10+ years,RENT,11.71,3000,medical,36,B
33603,Fully Paid,780000.0,Not Verified,9 years,RENT,12.18,7500,debt_consolidation,36,B
11710,Fully Paid,72400.0,Verified,4 years,MORTGAGE,17.99,25000,debt_consolidation,36,E
19121,Fully Paid,83000.0,Verified,7 years,MORTGAGE,20.11,16000,debt_consolidation,60,G
23207,Fully Paid,30000.0,Not Verified,7 years,OWN,6.54,15250,home_improvement,36,A
4172,Fully Paid,96000.0,Not Verified,4 years,MORTGAGE,12.69,5500,debt_consolidation,36,B
35672,Fully Paid,62496.0,Source Verified,1 year,MORTGAGE,12.53,5000,wedding,36,C
26358,Fully Paid,45227.0,Not Verified,10+ years,RENT,13.23,15000,credit_card,60,C
22244,Fully Paid,120000.0,Source Verified,< 1 year,RENT,16.32,20000,debt_consolidation,36,E
22648,Fully Paid,150996.0,Verified,10+ years,MORTGAGE,6.91,10000,debt_consolidation,36,A
31319,Fully Paid,87000.0,Not Verified,7 years,MORTGAGE,10.99,25000,credit_card,36,B
11379,Fully Paid,75600.0,Verified,5 years,MORTGAGE,12.99,25000,major_purchase,60,C
15363,Fully Paid,100000.0,Not Verified,2 years,RENT,12.99,8450,credit_card,36,C
33205,Fully Paid,21000.0,Not Verified,3 years,RENT,15.65,3750,credit_card,36,D
15446,Fully Paid,34224.0,Not Verified,7 years,RENT,7.66,4900,credit_card,60,A
1761,Fully Paid,83000.0,Verified,4 years,RENT,18.25,15800,debt_consolidation,60,D
38307,Fully Paid,20000.0,Not Verified,1 year,RENT,8.07,12000,educational,36,A
17980,Fully Paid,35000.0,Not Verified,2 years,RENT,18.25,8800,debt_consolidation,60,F
37151,Fully Paid,110004.0,Source Verified,10+ years,MORTGAGE,10.83,12000,credit_card,36,B
35811,Fully Paid,35000.0,Not Verified,1 year,RENT,12.21,8000,small_business,36,B
34623,Fully Paid,63200.0,Verified,< 1 year,OTHER,12.53,4800,major_purchase,36,B
12076,Fully Paid,59000.0,Not Verified,2 years,RENT,5.99,6000,debt_consolidation,36,A
6242,Fully Paid,30000.0,Verified,3 years,RENT,7.9,4000,credit_card,36,A
22919,Fully Paid,79380.0,Verified,5 years,MORTGAGE,12.23,10000,debt_consolidation,36,C
10945,Fully Paid,50000.0,Source Verified,5 years,MORTGAGE,10.99,19200,credit_card,60,B
30769,Fully Paid,53040.0,Not Verified,3 years,RENT,9.88,8000,debt_consolidation,36,B
6420,Fully Paid,25000.0,Not Verified,1 year,RENT,14.65,1000,credit_card,36,C
27623,Fully Paid,30000.0,Not Verified,1 year,RENT,15.58,1450,major_purchase,36,D
23814,Fully Paid,80000.0,Not Verified,10+ years,MORTGAGE,13.23,25000,debt_consolidation,60,C
20778,Fully Paid,120000.0,Not Verified,< 1 year,RENT,14.83,2150,debt_consolidation,60,D
33506,Fully Paid,149385.0,Not Verified,10+ years,OWN,8.94,7000,other,36,A
30849,Fully Paid,137481.0,Not Verified,10+ years,RENT,10.99,5000,debt_consolidation,36,B
22283,Fully Paid,83000.0,Source Verified,5 years,MORTGAGE,5.79,7500,home_improvement,36,A
34103,Fully Paid,42000.0,Not Verified,9 years,RENT,8.94,12125,debt_consolidation,36,A
1113,Fully Paid,50000.0,Not Verified,4 years,RENT,6.62,14400,debt_consolidation,36,A
2468,Fully Paid,75000.0,Source Verified,< 1 year,MORTGAGE,8.9,7500,wedding,36,A
10433,Fully Paid,40000.0,Not Verified,10+ years,RENT,5.42,2400,major_purchase,36,A
23142,Fully Paid,30000.0,Not Verified,3 years,MORTGAGE,6.91,5000,credit_card,36,A
36564,Fully Paid,26000.0,Source Verified,1 year,RENT,13.47,5375,credit_card,36,C
35350,Fully Paid,72000.0,Not Verified,10+ years,RENT,13.16,2400,credit_card,36,C
4853,Fully Paid,144000.0,Not Verified,1 year,MORTGAGE,8.9,5000,other,36,A
2814,Fully Paid,55000.0,Verified,5 years,MORTGAGE,11.71,3100,debt_consolidation,36,B
19102,Fully Paid,59000.0,Not Verified,2 years,RENT,10.74,11000,other,36,B
24261,Fully Paid,71136.0,Source Verified,10+ years,RENT,15.95,8800,wedding,60,D
36862,Fully Paid,50000.0,Verified,< 1 year,MORTGAGE,12.53,5600,credit_card,36,C
19350,Fully Paid,168000.0,Verified,6 years,MORTGAGE,13.06,25000,other,36,C
27119,Fully Paid,90000.0,Verified,10+ years,MORTGAGE,13.23,20400,debt_consolidation,60,C
5205,Fully Paid,125000.0,Source Verified,< 1 year,RENT,6.03,15000,credit_card,36,A
37511,Fully Paid,52320.0,Not Verified,10+ years,MORTGAGE,12.86,15000,house,36,D
25900,Fully Paid,72000.0,Source Verified,10+ years,MORTGAGE,13.98,8000,small_business,60,C
16305,Fully Paid,65000.0,Not Verified,3 years,MORTGAGE,7.29,10000,debt_consolidation,36,A
3482,Fully Paid,43500.0,Verified,< 1 year,RENT,12.42,3000,other,36,B
26259,Fully Paid,95680.0,Source Verified,10+ years,MORTGAGE,7.88,17000,credit_card,36,A
24071,Fully Paid,42000.0,Source Verified,5 years,RENT,11.49,16000,debt_consolidation,60,B
38002,Fully Paid,48562.0,Not Verified,4 years,RENT,8.0,3500,other,36,A
5906,Fully Paid,260000.0,Verified,8 years,MORTGAGE,14.65,20000,debt_consolidation,60,C
12140,Fully Paid,39000.0,Source Verified,1 year,RENT,10.99,12000,credit_card,36,B
18901,Fully Paid,25000.0,Source Verified,< 1 year,RENT,15.28,8000,debt_consolidation,60,D
34408,Fully Paid,121000.0,Not Verified,1 year,MORTGAGE,11.83,3600,home_improvement,36,B
20835,Fully Paid,27600.0,Not Verified,< 1 year,RENT,6.54,4725,debt_consolidation,36,A
9385,Fully Paid,90000.0,Verified,7 years,MORTGAGE,15.23,21000,debt_consolidation,60,C
35696,Fully Paid,45000.0,Verified,< 1 year,MORTGAGE,12.53,7750,home_improvement,36,C
27984,Fully Paid,70000.0,Verified,< 1 year,MORTGAGE,7.51,9250,credit_card,36,A
8289,Fully Paid,54996.0,Verified,10+ years,MORTGAGE,11.99,16800,debt_consolidation,60,B
14114,Fully Paid,70000.0,Verified,4 years,MORTGAGE,11.99,21000,debt_consolidation,36,B
24277,Fully Paid,41280.0,Not Verified,3 years,RENT,13.61,6000,other,36,C
38368,Fully Paid,32496.0,Not Verified,10+ years,RENT,9.51,7200,other,36,B
8837,Fully Paid,56700.0,Source Verified,10+ years,MORTGAGE,8.49,13000,debt_consolidation,60,A
9763,Fully Paid,52000.0,Source Verified,10+ years,MORTGAGE,5.42,5000,debt_consolidation,36,A
18500,Fully Paid,63500.0,Not Verified,3 years,RENT,10.37,4000,car,36,B
1578,Fully Paid,280000.0,Source Verified,4 years,RENT,15.96,10000,credit_card,36,C
5333,Fully Paid,120000.0,Source Verified,< 1 year,MORTGAGE,6.62,10000,debt_consolidation,36,A
22240,Fully Paid,60228.0,Not Verified,10+ years,RENT,12.98,8000,debt_consolidation,36,C
35323,Fully Paid,30000.0,Source Verified,1 year,RENT,11.26,14000,debt_consolidation,36,B
32329,Fully Paid,80000.0,Not Verified,4 years,MORTGAGE,7.74,6000,educational,36,A
13389,Fully Paid,95000.0,Not Verified,3 years,MORTGAGE,8.49,9950,debt_consolidation,36,A
28947,Fully Paid,103000.0,Verified,10+ years,RENT,16.82,18000,debt_consolidation,36,E
18096,Fully Paid,100000.0,Not Verified,8 years,MORTGAGE,7.29,6400,major_purchase,36,A
37614,Fully Paid,19404.0,Not Verified,< 1 year,RENT,8.63,4000,debt_consolidation,36,A
29743,Fully Paid,59000.0,Source Verified,3 years,MORTGAGE,10.25,9000,debt_consolidation,36,B
23253,Fully Paid,65000.0,Not Verified,10+ years,RENT,6.54,12000,car,60,A
18603,Fully Paid,68120.0,Not Verified,6 years,RENT,10.0,8000,debt_consolidation,36,B
23360,Fully Paid,32280.0,Source Verified,10+ years,RENT,8.88,2400,major_purchase,36,B
14595,Fully Paid,57000.0,Verified,10+ years,MORTGAGE,16.49,20000,credit_card,60,D
21214,Fully Paid,115000.0,Verified,10+ years,MORTGAGE,14.46,25000,credit_card,60,D
21456,Fully Paid,53000.0,Source Verified,9 years,RENT,12.23,8000,debt_consolidation,36,C
725,Fully Paid,75000.0,Source Verified,10+ years,MORTGAGE,9.91,5000,debt_consolidation,36,B
24823,Fully Paid,60000.0,Not Verified,3 years,MORTGAGE,7.88,7200,other,36,A
23759,Fully Paid,115000.0,Verified,10+ years,MORTGAGE,10.36,25000,debt_consolidation,60,B
38191,Fully Paid,20000.0,Not Verified,< 1 year,MORTGAGE,9.76,16600,small_business,36,B
37185,Fully Paid,75000.0,Verified,1 year,RENT,13.67,22000,credit_card,36,D
15907,Fully Paid,35000.0,Source Verified,< 1 year,RENT,10.74,3000,debt_consolidation,36,B
15369,Fully Paid,36996.0,Source Verified,3 years,RENT,9.99,5000,major_purchase,36,B
5008,Fully Paid,126000.0,Verified,10+ years,MORTGAGE,12.42,10200,home_improvement,36,B
20249,Fully Paid,117000.0,Verified,10+ years,MORTGAGE,16.02,25000,debt_consolidation,60,D
6556,Fully Paid,164000.0,Verified,10+ years,RENT,6.62,8000,other,36,A
32996,Fully Paid,40000.0,Not Verified,1 year,RENT,14.26,5000,debt_consolidation,36,C
12459,Fully Paid,74000.0,Source Verified,< 1 year,RENT,14.79,14000,other,60,C
36459,Fully Paid,40000.0,Source Verified,2 years,RENT,12.53,8500,credit_card,36,C
10800,Fully Paid,95000.0,Source Verified,10+ years,RENT,8.49,6500,debt_consolidation,36,A
21423,Fully Paid,192000.0,Verified,8 years,MORTGAGE,9.25,20000,other,36,B
25143,Fully Paid,140004.0,Verified,10+ years,MORTGAGE,13.23,25000,debt_consolidation,60,C
30867,Fully Paid,79577.0,Not Verified,5 years,MORTGAGE,19.04,7500,wedding,36,F
21888,Fully Paid,65712.0,Verified,< 1 year,RENT,17.43,24000,debt_consolidation,36,E
3637,Fully Paid,29120.0,Source Verified,< 1 year,OWN,6.03,4000,credit_card,36,A
4041,Fully Paid,71000.0,Verified,10+ years,RENT,13.49,20000,debt_consolidation,60,C
4659,Fully Paid,42000.0,Not Verified,6 years,MORTGAGE,8.9,3125,credit_card,36,A
2919,Fully Paid,63336.0,Source Verified,10+ years,RENT,17.27,16000,debt_consolidation,36,D
24576,Fully Paid,140000.0,Verified,1 year,RENT,16.82,9600,other,36,E
28511,Fully Paid,98004.0,Not Verified,< 1 year,RENT,14.84,5000,other,36,D
8582,Fully Paid,43000.0,Not Verified,7 years,MORTGAGE,13.49,6000,credit_card,36,C
18481,Fully Paid,136000.0,Not Verified,10+ years,MORTGAGE,10.0,12000,credit_card,36,B
13928,Fully Paid,45000.0,Verified,6 years,MORTGAGE,17.49,19700,credit_card,60,D
36439,Fully Paid,125000.0,Verified,6 years,MORTGAGE,9.63,8000,major_purchase,36,A
34906,Fully Paid,87000.0,Verified,2 years,MORTGAGE,9.63,7200,home_improvement,36,A
37282,Fully Paid,75000.0,Not Verified,1 year,MORTGAGE,10.51,3900,credit_card,36,B
25607,Fully Paid,38000.0,Source Verified,< 1 year,RENT,10.38,12000,debt_consolidation,36,B
33966,Fully Paid,79000.0,Not Verified,1 year,MORTGAGE,7.74,7000,car,36,A
34905,Fully Paid,40000.0,Not Verified,10+ years,MORTGAGE,12.21,3500,credit_card,36,B
7116,Fully Paid,45000.0,Not Verified,1 year,RENT,7.9,8400,debt_consolidation,36,A
38558,Fully Paid,62000.0,Not Verified,2 years,RENT,9.96,3000,wedding,36,B
12194,Fully Paid,65000.0,Verified,< 1 year,RENT,16.89,20000,other,60,D
16317,Fully Paid,107004.0,Verified,10+ years,MORTGAGE,10.0,15000,major_purchase,36,B
8918,Fully Paid,27800.0,Source Verified,3 years,RENT,8.49,6800,credit_card,36,A
30458,Fully Paid,95000.0,Not Verified,5 years,RENT,10.62,14000,car,36,B
25693,Fully Paid,130000.0,Verified,< 1 year,RENT,13.98,25000,debt_consolidation,60,C
30451,Fully Paid,60000.0,Not Verified,2 years,RENT,10.62,8000,debt_consolidation,36,B
34956,Fully Paid,90730.0,Verified,6 years,MORTGAGE,11.26,8000,debt_consolidation,36,B
36264,Fully Paid,37440.0,Source Verified,< 1 year,OWN,15.37,5000,debt_consolidation,36,D
14714,Fully Paid,70008.0,Source Verified,8 years,MORTGAGE,5.99,5000,debt_consolidation,36,A
19768,Fully Paid,138000.0,Source Verified,< 1 year,MORTGAGE,13.06,25000,other,36,C
28646,Fully Paid,69000.0,Not Verified,10+ years,MORTGAGE,10.62,15000,debt_consolidation,36,B
35896,Fully Paid,108000.0,Not Verified,1 year,MORTGAGE,12.53,18000,educational,36,C
19424,Fully Paid,200000.0,Source Verified,10+ years,MORTGAGE,17.88,25000,small_business,60,E
11430,Fully Paid,44000.0,Not Verified,< 1 year,RENT,10.99,3075,credit_card,36,B
8301,Fully Paid,52008.0,Source Verified,< 1 year,RENT,10.59,20000,debt_consolidation,60,B
34988,Fully Paid,75000.0,Verified,5 years,RENT,15.37,7500,debt_consolidation,36,D
36658,Fully Paid,82650.0,Not Verified,10+ years,RENT,12.21,10000,debt_consolidation,36,B
4228,Fully Paid,96000.0,Source Verified,7 years,MORTGAGE,8.9,15000,debt_consolidation,60,A
12882,Fully Paid,60000.0,Verified,3 years,OWN,16.49,5000,medical,36,D
27139,Fully Paid,28000.0,Not Verified,6 years,RENT,6.39,4000,credit_card,36,A
24402,Fully Paid,31000.0,Not Verified,2 years,RENT,16.82,6000,debt_consolidation,60,E
1707,Fully Paid,135000.0,Verified,10+ years,MORTGAGE,13.49,35000,other,60,C
34539,Fully Paid,42500.0,Not Verified,1 year,RENT,13.92,6200,small_business,36,C
17628,Fully Paid,45192.0,Verified,< 1 year,MORTGAGE,10.74,11700,debt_consolidation,36,B
4955,Fully Paid,47664.0,Not Verified,5 years,RENT,7.9,4800,other,36,A
34251,Fully Paid,115000.0,Verified,6 years,MORTGAGE,12.87,15000,debt_consolidation,36,C
21927,Fully Paid,80000.0,Verified,2 years,MORTGAGE,14.46,8000,debt_consolidation,60,D
26438,Fully Paid,54000.0,Verified,5 years,MORTGAGE,7.88,1000,debt_consolidation,60,A
24160,Fully Paid,34860.0,Source Verified,< 1 year,RENT,10.38,2000,other,36,B
7223,Fully Paid,40000.0,Source Verified,6 years,MORTGAGE,9.91,10000,debt_consolidation,36,B
27123,Fully Paid,54500.0,Verified,2 years,RENT,7.51,8000,debt_consolidation,36,A
37844,Fully Paid,45000.0,Not Verified,10+ years,RENT,12.92,8000,debt_consolidation,36,D
19066,Fully Paid,60000.0,Source Verified,10+ years,RENT,16.02,10000,credit_card,36,D
436,Fully Paid,78000.0,Not Verified,2 years,MORTGAGE,6.62,18000,debt_consolidation,36,A
20520,Fully Paid,201400.0,Source Verified,2 years,RENT,12.23,12450,debt_consolidation,36,C
17578,Fully Paid,91000.0,Source Verified,10+ years,MORTGAGE,14.54,1500,vacation,36,D
19031,Fully Paid,45000.0,Source Verified,5 years,RENT,5.42,7000,debt_consolidation,36,A
10804,Fully Paid,55000.0,Not Verified,9 years,RENT,14.79,16000,debt_consolidation,60,C
37077,Fully Paid,150000.0,Verified,< 1 year,MORTGAGE,15.25,25000,small_business,36,E
18136,Fully Paid,95000.0,Source Verified,1 year,RENT,19.74,30000,debt_consolidation,60,F
27420,Fully Paid,47004.0,Source Verified,10+ years,RENT,11.49,3000,debt_consolidation,36,B
32094,Fully Paid,80000.0,Not Verified,5 years,MORTGAGE,7.4,6000,other,36,A
20714,Fully Paid,72000.0,Not Verified,8 years,MORTGAGE,17.06,24000,debt_consolidation,60,E
28063,Fully Paid,33660.0,Verified,3 years,RENT,7.51,1800,debt_consolidation,36,A
24146,Fully Paid,24996.0,Not Verified,10+ years,OWN,7.51,5000,other,36,A
36980,Fully Paid,178364.0,Not Verified,10+ years,MORTGAGE,15.68,8000,credit_card,36,E
27545,Fully Paid,42996.0,Verified,10+ years,RENT,13.61,2000,debt_consolidation,36,C
18993,Fully Paid,65000.0,Verified,2 years,MORTGAGE,11.11,10000,home_improvement,36,B
16277,Fully Paid,40560.0,Not Verified,4 years,RENT,10.0,2700,credit_card,36,B
27391,Fully Paid,75000.0,Verified,< 1 year,RENT,10.38,20000,other,36,B
16066,Fully Paid,60000.0,Source Verified,3 years,RENT,10.0,3000,other,36,B
27232,Fully Paid,57600.0,Not Verified,10+ years,RENT,14.72,2500,medical,36,C
23461,Fully Paid,27096.0,Not Verified,< 1 year,RENT,6.54,5000,other,60,A
11024,Fully Paid,62000.0,Not Verified,10+ years,RENT,13.99,9000,credit_card,36,C
23278,Fully Paid,119000.0,Verified,2 years,RENT,10.36,12000,debt_consolidation,36,B
5924,Fully Paid,90000.0,Verified,4 years,OWN,11.71,35000,debt_consolidation,60,B
4360,Fully Paid,100000.0,Not Verified,3 years,RENT,10.65,10000,debt_consolidation,36,B
29580,Fully Paid,78000.0,Not Verified,5 years,MORTGAGE,7.88,5400,debt_consolidation,36,A
33897,Fully Paid,24000.0,Not Verified,1 year,RENT,11.14,3000,credit_card,36,B
31813,Fully Paid,43200.0,Not Verified,< 1 year,RENT,8.94,12000,wedding,36,A
34751,Fully Paid,70000.0,Verified,< 1 year,MORTGAGE,13.79,6000,debt_consolidation,36,C
12662,Fully Paid,215662.0,Verified,10+ years,MORTGAGE,11.99,21000,debt_consolidation,36,B
7096,Fully Paid,50000.0,Verified,10+ years,MORTGAGE,12.42,25000,debt_consolidation,60,B
33271,Fully Paid,80160.0,Not Verified,10+ years,MORTGAGE,13.92,5500,debt_consolidation,36,C
28043,Fully Paid,110000.0,Not Verified,3 years,MORTGAGE,15.21,12000,home_improvement,36,D
11150,Fully Paid,49000.0,Source Verified,10+ years,MORTGAGE,17.49,20000,debt_consolidation,60,D
15389,Fully Paid,50343.0,Source Verified,10+ years,OWN,7.49,22000,debt_consolidation,36,A
4520,Fully Paid,55000.0,Verified,7 years,RENT,19.42,27500,small_business,60,E
14355,Fully Paid,38004.0,Not Verified,3 years,OWN,19.69,5000,other,60,E
25530,Fully Paid,85000.0,Verified,2 years,MORTGAGE,7.88,6000,vacation,36,A
3229,Fully Paid,34056.0,Not Verified,6 years,OWN,10.65,1500,home_improvement,36,B
6839,Fully Paid,72100.0,Not Verified,2 years,MORTGAGE,6.03,13000,debt_consolidation,36,A
30688,Fully Paid,24000.0,Not Verified,1 year,RENT,13.11,2000,other,36,C
8932,Fully Paid,40896.0,Verified,4 years,MORTGAGE,12.99,23675,debt_consolidation,60,C
26715,Fully Paid,94000.0,Not Verified,10+ years,RENT,11.49,3500,educational,36,B
9897,Fully Paid,72000.0,Verified,10+ years,MORTGAGE,7.49,20000,debt_consolidation,36,A
38200,Fully Paid,33600.0,Not Verified,4 years,RENT,10.71,6000,debt_consolidation,36,B
6599,Fully Paid,123000.0,Verified,5 years,RENT,19.91,15600,home_improvement,60,E
21180,Fully Paid,120000.0,Verified,7 years,RENT,9.99,25000,other,36,B
36579,Fully Paid,50000.0,Not Verified,4 years,MORTGAGE,9.63,6000,debt_consolidation,36,A
7569,Fully Paid,73000.0,Verified,< 1 year,RENT,11.99,32000,debt_consolidation,36,B
37083,Fully Paid,56000.0,Not Verified,4 years,RENT,9.07,7000,small_business,36,A
25932,Fully Paid,38400.0,Verified,7 years,MORTGAGE,14.72,10000,major_purchase,36,C
19284,Fully Paid,115000.0,Source Verified,7 years,MORTGAGE,7.29,13600,home_improvement,36,A
1453,Fully Paid,49200.0,Source Verified,4 years,RENT,14.65,4800,debt_consolidation,36,C
16900,Fully Paid,65496.0,Source Verified,3 years,MORTGAGE,10.37,13250,debt_consolidation,36,B
37442,Fully Paid,65000.0,Not Verified,1 year,OWN,10.96,7500,debt_consolidation,36,B
